$\bf{M_{n}}\ \it{(kg/mol)}$,$\bf{r}\ \it{(-)}$
0.10597612383221458,0.1703571419626282
0.07399341811071193,0.1541803647909548
0.05400631228236284,0.1479398222388698
0.04602274091373092,0.1366509699188909
0.03906190778633874,0.1143033407665166
0.030492802826425542,0.1172000603225944
