,$\bf{s}\ \it{(-)}$
0.10597612383221458,0.5249379272047537
0.07399341811071193,0.2879370824255252
0.05400631228236284,0.8873116632215199
0.04602274091373092,0.9441577308047946
0.03906190778633874,0.49774090949017447
0.030492802826425542,0.3356128728908557
